Country,Total Trades,Average number of Trades,Sum of Trade Weights (kg),Average Trade Weight (kg),Total Trade Amount (USD),Average Trade Amount (USD),Income Group,Inflation Rate (%),GDP Growth Rate (%),Unemployment Rate (%),Interest Rate (%),Stock Index Value,Access to electricity (% of population),Agricultural land (% of land area),Annual CO2 combustion emissions at operating coal mines (Mt CO2),Annual CO2 combustion emissions at proposed coal projects (Mt CO2),Annual methane emissions at operating coal mines (Mt CO2e 100 years),Annual methane emisssions at proposed coal projects (Mt CO2e 100 years),Arable land (% of land area),Capacity of Liquefied Natural Gas export terminals (Mt per year) - Operating,Capacity of Liquefied Natural Gas import terminals (Mt per year) - Operating,"Central government debt, total (% of GDP)",Coal rents (% of GDP),Electricity net consumption,Electricity net generation,Gas pipeline capacity by project status (barrels of oil equivalent per day) - Operating,GDP (current US$),GDP growth (annual %),GDP per capita (current US$),Gini index (World Bank estimate),Government Effectiveness: Estimate,Lifetime CO2 emissions from coal plants (Mt CO2),"Literacy rate, adult total (% of people ages 15 and above)",Mineral rents (% of GDP),Natural gas rents (% of GDP),Oil pipeline capacity by project status (barrels of oil equivalent per day) - Operating,Oil rents (% of GDP),Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),Share of surface occupied by forest (% of total),Tax revenue (% of GDP),Total coal capacity by plant status (MW) - Operating,Total natural resources rents (% of GDP),Total steelmaking capacity (thousand tonnes per annum),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population (% of total population),2025 [2025] Old Exchange rate,2025M01 [2025M01] New Exchange Rate,Continent,Country/Region,Population,Trade Balance
kuwait,4146766.472,106327.3454358974,2202884.648,53728.89385365854,47407187.82900001,1102492.740209303,High income,,,,,,99.9810485839844,54.05526590198123,0.0,0.0,0.0,0.0,6.712200208550574,0.0,0.0,0.0,0.149120257966966,0.0,16.174,67960.0,16324298039.27394,-4.787751600147175,2458.764343705463,29.0,-1.259873569011688,264.0,0.0,10.9588231474043,0.0018462320097767,0.0,0.0889833599103433,67.6,6.85808133472367,0.0,910.0,11.2128342029648,0.0,34.98600101470947,225.987,..,..,Asia,Kuwait,4307000,45204303.18100001
kyrgyzstan,4867601.112,167848.3142068966,151036.758,5034.5586,1328752.0,44291.73333333333,Lower middle income,,,,,,100.0,8.791161178509533,17.0,2.0,0.0,0.0,5.303292894280762,0.0,0.0,0.0,0.0,0.0,29.9737,0.0,37808949235.09447,3.031382830711678,5160.308914560504,0.0,-1.363090097904206,1797.0,0.0,1.65666034851369,0.0,0.0,0.0,0.0,71.90424610051993,0.0,1878.0,3.14311626049357,0.0,4.710000038146971,227.54,87.16957143,87.16957143,Asia,Kyrgyzstan,6893000,1177715.242
latvia,76120106.723,1409631.605981481,1203183.93,22281.18388888889,48838845.37199999,904423.0624444444,High income,,,,,,100.0,65.4613880742913,0.0,0.0,0.0,0.0,13.2258064516129,0.0,0.0,0.0,0.0,0.0,19.377065587195,4632.0,44025540701.38255,-36.4271210867267,6472.234699167479,0.0,-2.47060823440551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.01075268817204,10.87878783974529,0.0,0.0028570609861911,0.0,55.4549989700317,536.0889999999999,0.966439652,0.966439652,Europe,Latvia,1757000,47635661.44199999
lebanon,1033268.0,93933.45454545454,1725353.256,33830.456,26433002.211,518294.1610000001,Lower middle income,,,,,,47.3527374267578,85.63899868247694,0.0,0.0,0.0,0.0,19.63109354413702,0.0,0.0,0.0,0.0,0.0,0.501,0.0,4769186609.504904,-6.540862804848771,2217.093300219424,0.0,-1.864570081233979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.137022397891963,18.31329146761482,0.0,5.09557238970505,0.0,96.3649978637695,181.153,89541.31114,89541.31114,Asia,Lebanon,5489000,24707648.955
lesotho,23074.0,23074.0,181217.827,6248.890586206897,1749449.645999999,60325.84986206895,Lower middle income,,,,,,27.5347099304199,20.28696013289037,0.0,0.0,0.0,0.0,5.191029900332226,0.0,0.0,0.0,0.0,0.0,0.897,0.0,6526723910.0,1.017517847800278,1274.152072882794,0.0,-2.81160223484039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.08471760797342,0.0,0.0,15.6644877788783,0.0,15.50199985504151,319.967,18.743,18.743,Africa,Lesotho,2125000,1568231.818999999
liberia,2151.0,537.75,133131.606,19018.80085714286,734323.23,91790.40375,Low income,,,,,,69.7073516845703,8.723871011741705,0.0,0.0,0.0,0.0,0.977528217602328,0.0,0.0,0.0,0.0,0.0,30.094924388703,281503.0,94199795149.2681,7.442639779145267,13632.77065656989,0.0,-3.56363976001739,0.0,0.0,0.0,1.4633565577504,1545361.4,21.1421479342577,0.0,0.1233276879184332,0.0,0.0,22.7403164689885,1750.0,78.4540004730225,488.704,..,..,Africa,Liberia,5418000,601191.624
lithuania,51704344.0,957487.8518518518,1422531.476,26343.17548148147,91981723.0,1703365.240740741,High income,,,,,,100.0,51.32571490720385,0.0,0.0,0.0,0.0,24.13321628613379,0.0,0.0,0.0,0.0,6.188,0.88,0.0,160063936130.807,5.110327479410941,252038.9523119338,0.0,3.55175042152404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.45382721036644,25.2409031624588,0.0,0.0078773771162698,3400.0,22.04700040817261,551.795,0.966439652,0.966439652,Europe,Lithuania,2572000,90559191.524
luxembourg,388652356.768,6940220.656571428,1153342.592,18307.02526984127,89582040.632,1399719.384875,High income,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2786,0.562,0.0,55491301258.09157,-36.02054838755237,84824.76254219309,0.0,2.25358176231384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.62033075437601,0.0,0.0008747552942897,0.0,10.40499973297119,600.0,0.966439652,0.966439652,Europe,Luxembourg,654000,88428698.04
madagascar,1230391.73,64757.45947368421,633914.6430000002,14742.201,2115432.607,49196.10713953488,Low income,,,,,,33.7350769042969,70.29047782743211,0.0,0.0,0.0,0.0,5.156411137848058,0.0,0.0,0.0,0.0,0.0,2.122976,0.0,27862992199.31213,-2.738269999997598,992.5189031368524,0.0,-2.02842116355896,40.0,0.0,0.0,0.0,0.0,0.0609599277642179,0.0,21.36440357511172,9.395362539895409,120.0,5.33849784965124,0.0,9.61700010299683,241.314,4682.381591,4682.381591,Africa,Madagascar,30039000,1481517.9639999997
malawi,290677.0,96892.33333333331,713466.4039999999,22295.825125,4457136.033,131092.2362647059,Low income,,,,,,14.8667688369751,59.92787441663131,0.0,0.0,0.0,0.0,38.18413237165889,0.0,0.0,0.0,0.0086300934687436,0.0,1.588,0.0,24798846543.31763,3.551414738532273,1278.943225372829,0.0,-1.565993964672088,682.0,0.0,0.0020916843745224,0.0,0.0,0.0,0.0,23.77704709376326,11.71928378690079,0.0,3.97125796832394,0.0,27.5570001602173,108.913,1734.941295,1734.941295,Africa,Malawi,22828000,3743669.6289999997
malaysia,3287285915.0,64456586.56862745,68586243.417,1491005.291673913,2727844699.224,50515642.57822222,Upper middle income,,,,,,100.0,26.08735352305585,0.0,0.0,0.0,0.0,2.514077005022067,27.9,7.3,62.08927823560047,0.0152016869282481,0.0,145.19265126661,22603.0,709707382609.9631,-2.514350271124599,21783.44668703097,0.0,2.050768673419952,350.634,0.0,0.0,1.77973615801951,1939.6,1.58527252358927,0.0,58.17695936691523,10.89916322830727,13529.0,5.23302355090739,18750.0,17.07300043106079,470.657,4.472571429,4.472571429,Asia,Malaysia,34045000,2659258455.807
maldives,469699.0,19570.79166666667,68445.226,3111.146636363636,3755283.946,150211.35784,Upper middle income,,,,,,100.0,21.33333333333334,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.57692545918043,0.0,8632436899.066534,-2.53705984436148,15918.74709640666,0.0,0.3795292349532248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.733333333333333,0.0,0.0,0.0049851221551914,0.0,22.1720004081726,250.53,15.33677273,15.33677273,Asia,Maldives,569000,3686838.72
mali,3388.0,564.6666666666666,63197.3,3510.961111111111,1444889.689,80271.6493888889,Low income,,,,,,50.5614166259766,33.76605282783829,0.0,0.0,0.0,0.0,5.254099771347085,0.0,0.0,0.0,0.0,0.0,3.1991622392541,0.0,36609134282.18478,1.834419599480583,1780.366075261649,0.0,-2.38905119895935,0.0,30.7614097595215,7.15727644296822,0.0,0.0,0.0,0.0,10.89666363435203,14.16453986252795,0.0,9.36758588279216,0.0,30.32100009918213,274.815,..,..,Africa,Mali,24878000,1381692.389
malta,5888665.199,101528.7103275862,455725.012,9114.50024,14868733.698,256357.4775517242,High income,,,,,,100.0,32.4375,0.0,0.0,0.0,0.0,28.34375,0.0,0.5,0.0,0.0,0.0,2.085705,43225.0,32106768973.84034,1.064740195352755,62203.88471155157,0.0,1.9241104722023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4375,23.80939216211675,0.0,0.0,0.0,13.99400019645692,569.448,0.966439652,0.966439652,Europe,Malta,544000,14413008.686
mauritania,13339.0,3334.75,3344352.22,159254.8676190476,2899704.14,138081.1495238095,Lower middle income,,,,,,47.3484191894531,38.47967400795576,0.0,0.0,0.0,0.0,0.3880857669544969,0.0,0.0,0.0,0.554005745105639,0.0,1.7681188444015,0.0,16143566254.20135,0.5364267471224906,3425.500824736122,0.0,-1.540947318077087,0.0,0.0,0.610327269946857,0.0,0.0,0.0,0.0,0.3034830697584167,0.0,0.0,2.47649463961072,0.0,44.3930006027222,343.741,..,..,Africa,Mauritania,5016000,-444648.0800000001
mauritius,3232731.445,54792.0583898305,151969.868,2979.801333333333,3235339.558000001,54836.26369491527,Upper middle income,,,,,,99.6616516113281,42.36453201970443,0.0,0.0,0.0,0.0,36.94581280788177,0.0,0.0,0.0,0.0,0.0,2.7363,0.0,22083478373.09943,-10.85445593408576,17444.86110769965,0.0,1.733928978443145,45.0,0.0,0.0,0.0,0.0,0.0,0.0,19.09852216748768,21.61828423387686,195.0,0.002878405211694,0.0,28.18599987030029,245.199,46.78884091,46.78884091,Africa,Mauritius,1266000,3083369.6900000013
mexico,428333005.0,28555533.66666667,924234451.335,17438385.87424528,3258635670.0,58189922.67857143,Upper middle income,,,,,,99.4000015258789,49.96939221687801,0.0,0.0,0.0,0.0,10.32485403431158,0.0,17.1,0.0,0.0159413367737608,267.34,305.45,4680797.0,2380155649433.488,-3.370166261030363,18358.08778500197,45.4,-0.554825499653817,1051.0,95.2478485107422,0.411715361974687,0.0686974765524731,1867000.0,1.447821520573,32.5,33.79309138609533,14.33149078237885,5378.0,2.08990491135674,23006.0,16.41600012779236,488.631,20.60056818,20.60056818,North America,Mexico,131562000,2334401218.665
mongolia,3017648.1,137165.8227272727,31452.974,1497.760666666667,1567732.16,68162.26782608696,Upper middle income,,,,,,98.0999984741211,72.35894359043772,66.0,53.0,2.0,3.0,0.8606574927429063,0.0,0.0,73.93678351607542,5.34041071012464,0.0,6.7677333027866,0.0,28411004423.18364,-3.136742876511804,8595.869106336195,0.0,-0.835495710372925,1868.059,99.1832733154297,7.96612201305011,0.0,0.0,1.26823593921714,0.0,9.09965848797644,14.14578723273228,816.0,14.7790094545912,0.0,26.21799993515016,414.176,3428.860476,3428.860476,Asia,Mongolia,3468000,1536279.186
mozambique,9977434.0,356336.9285714286,182226.761,5694.58628125,10550621.687,310312.4025588235,Low income,,,,,,30.603832244873,52.66389277448562,27.0,132.0,1.0,5.0,7.184821587527658,0.0,0.0,102.884165174665,2.1217883102154,0.0,17.8041208798841,63588.0,30124639968.39699,0.9909135573822,949.2886998927008,0.0,-1.540902853012085,987.0,0.0,0.0219989037698267,1.78731949829612,0.0,0.329396636131896,0.0,46.72519646990004,21.84373712787903,0.0,11.701826849241,0.0,14.61899995803833,230.872,63.70288636,63.70288636,Africa,Mozambique,34626000,10368394.926
myanmar,12649762.519,1149978.410818182,446739.9000000001,31909.99285714286,34593316.21,2306221.080666667,Lower middle income,,,,,,70.3971939086914,19.93043957896027,0.0,0.0,0.0,0.0,16.88142552898096,0.0,0.0,0.0,0.0082414680824919,0.0,23.242051874169,217071.0,143998066211.77,-14.8109679369154,2637.901157640346,0.0,-2.42699408531189,408.984,0.0,0.722423116154153,1.81420282283773,260018.4,0.0945996633026281,0.0,43.73403098043422,0.0,160.0,4.41442945735495,4000.0,7.4060001373291,191.788,..,..,Asia,Myanmar,55274000,34146576.31
namibia,61171171.464,2352737.364,3398871.546000001,65362.91434615386,17657605.466,304441.4735517242,Upper middle income,,,,,,56.2586936950684,47.14013288148769,0.0,0.0,0.0,0.0,0.9717110617157988,0.0,0.0,0.0,0.0,0.0,1.07,0.0,22798888159.72758,-5.435296766994952,8886.29044354405,0.0,0.1271056868135929,106.0,0.0,1.1806438998958,0.0,0.0,0.0,0.0,8.063865709531271,31.22470975278194,120.0,2.01391384819209,3000.0,84.6229972839356,326.356,18.743,18.743,Africa,Namibia,2727000,14258733.919999998
nepal,1156073.0,82576.64285714286,86621.57900000001,6663.198384615385,6218885.842999999,365816.8142941176,Lower middle income,,,,,,89.9000015258789,28.7478200209278,0.0,0.0,0.0,0.0,14.74502964771538,0.0,0.0,39.04856312831045,0.0018864473287372,0.0,3.08705624002417,0.0,69722500885.34697,1.877319514926199,2370.350764980824,0.0,-1.81126070022583,0.0,0.0,0.0,0.0,32387.2,0.0,0.0,41.59072200906871,15.77364973172629,0.0,0.514043067607945,0.0,20.0920000076294,130.142,138.0061818,138.0061818,Asia,Nepal,31988000,6132264.2639999995
netherlands,3333049234.33,62887721.40245283,80893705.75199999,1617874.11504,2693121264.81,48091451.15732143,High income,,,,,,100.0,53.8892188892189,0.0,0.0,0.0,0.0,29.84348084348084,0.0,9.0,0.0,0.0,109.796,117.515,262975.0,1931872452739.482,1.237266031805873,110457.0338778884,0.0,3.61050724983216,320.0,0.0,0.0,0.116148533229392,178427.5,0.032546865841854,0.0,10.97416097416097,24.27299258213087,4152.0,0.153140296707232,8500.0,14.67400026321411,558.0339999999999,0.966439652,0.966439652,Europe,Netherlands,17718000,2612227559.058
new zealand,16386344.0,431219.5789473684,1252225.131,22361.16305357143,129614767.914,1580667.901390244,High income,,,,,,100.0,38.56291063765143,0.0,0.0,0.0,0.0,2.001443165850139,0.0,0.0,46.32825942475966,0.0213858997669028,0.0,43.751,81627.0,461726044544.5385,3.394142220091595,90398.19063030773,0.0,2.93112516403199,9.0,0.0,0.0489792786228062,0.195353642443103,115000.0,0.0441204407739315,0.0,37.57012646690212,27.50136750513771,500.0,1.45326272030597,0.0,16.54000020027161,521.6510000000001,1.777137594,1.777137594,Oceania,New Zealand,5122000,128362542.783
nicaragua,45721.0,5080.111111111111,185929.08,5025.110270270271,2410652.41,63438.22131578948,Lower middle income,,,,,,88.9073791503906,42.08908093734419,0.0,0.0,0.0,0.0,12.49792255276716,0.0,0.0,0.0,0.0,0.0,4.6628941241408,0.0,26599963484.69918,8.555521020917922,3990.797055407296,0.0,-1.502764105796814,0.0,0.0,0.0601409161213112,0.0,0.0,0.0,0.0,28.31585507728104,17.19942997533903,0.0,1.63272147554266,0.0,23.32399988174438,358.324,36.80384091,36.80384091,North America,Nicaragua,7064000,2224723.33
niger,148944.0,13540.36363636364,285993.0,9225.58064516129,1555361.693,48605.05290624999,Low income,,,,,,19.2519092559814,36.78613720691561,0.0,1.0,0.0,0.0,13.97331649167127,0.0,0.0,0.0,0.0190150786348013,0.0,0.4045,0.0,28692328325.40895,4.932060151617151,1162.59500113287,0.0,-1.249354183673858,113.0,0.0,0.151760452964169,0.0,0.0,0.732430911740999,0.0,0.8523723059919476,0.0,0.0,5.56656437554232,0.0,2.675000011920929,101.985,..,..,Africa,Niger,27202000,1269368.693
nigeria,794746.623,113535.2318571429,17677673.391,519931.5703235295,75312385.825,2092010.717361111,Lower middle income,,,,,,55.4000015258789,76.25421346772511,0.0,0.0,0.0,0.0,38.42902159711014,22.2,0.0,0.0,0.000239880436702,0.0,28.154307926995,416245.0,873070747798.4127,1.852933458671046,4182.123237669575,0.0,-2.111895382404323,756.0,0.0,0.0051663570319101,0.772394954921723,1297000.0,4.40967384696464,0.0,23.74578653227489,0.0,0.0,6.22917047432397,1300.0,38.35299968719482,323.3,1547.885909,1547.885909,Africa,Nigeria,233798000,57634712.434
norway,121277125.0,2165662.946428571,9042989.346,161481.9526071429,705115703.245,12591351.84366071,High income,,,,,,100.0,2.706567659936588,0.0,0.0,0.0,0.0,2.208427467504838,4.65,0.01,0.0,0.0004914536322465,124.288,153.669,2702225.0,844635338225.7139,3.205482540485775,156532.4283292405,0.0,3.76640224456787,0.0,0.0,0.0,1.71740028373762,1483571.5,4.28975028571155,0.0,33.43535967717584,21.08504019617646,0.0,6.05729796344129,0.0,18.37400007247925,502.906,11.35388636,11.35388636,Europe,Norway,5560000,696072713.899
oman,1068674.0,38166.92857142857,1456458.886,26481.07065454545,52329616.606,886942.654338983,High income,,,,,,100.0,4.713828756058158,0.0,0.0,0.0,0.0,0.2412277867528271,10.8,0.0,0.0,0.0,0.0,34.216039767202,212256.0,159840017945.3836,-3.200935989904195,30924.68256467607,0.0,0.017466224730014,187.0,0.0,0.0,1.59693101779293,886000.0,19.366174984889,0.0,0.0080775444264943,0.0,0.0,20.9650708581347,5100.0,12.03000020980835,528.015,..,..,Asia,Oman,4520000,50873157.72
pakistan,107514694.888,2337275.975826087,682427.402,17958.61584210526,60852881.119,1322888.719978261,Lower middle income,,,,,,75.3796920776367,47.63776463262764,4.0,9.0,0.0,0.0,40.12297633872976,0.0,14.5,0.0,0.0511780457029691,0.0,117.082,0.0,646649502183.7404,4.700232350283912,2897.450932223966,0.0,-0.9431964755058292,2778.75,0.0,0.0562690996778144,0.314626934870553,220000.0,0.295068814311279,0.0,4.833307388958074,0.0,5090.0,0.891481758540366,2380.0,16.82400012016297,227.449,278.6381818,278.6381818,Asia,Pakistan,251758000,60170453.717
panama,449681.0,56210.125,679718.9670000001,13327.82288235294,27980925.0,518165.2777777778,High income,,,,,,96.7046356201172,29.30843893232677,0.0,0.0,0.0,0.0,7.616608250202211,0.0,1.5,0.0,0.0,0.0,10.9592,0.0,117582102800.0,-2.609045031052048,27026.29333850016,0.0,0.356895267963409,33.0,0.0,0.0,0.0,860000.0,0.0,0.0,56.80560798058776,0.0,426.0,0.11974655380302,0.0,47.9290008544921,415.998,1,1,North America,Panama,4606000,27301206.033
papua new guinea,635371.24,57761.02181818182,55098.876,5509.8876,4876188.164,375091.3972307692,Lower middle income,,,,,,60.4000015258789,2.627743673541492,0.0,0.0,0.0,0.0,0.662456388287771,6.6,0.0,47.06423760791114,0.0,0.0,4.241693,172390.0,51261329268.90343,-1.999999987065237,5673.368367477382,0.0,-1.731069922447204,22.0,0.0,3.05084419384142,4.09709307884612,150000.0,1.53382336805543,0.0,79.17625756304376,11.48488459057857,0.0,10.7807521651458,0.0,10.37100005149841,82.04,4.017565936,4.017565936,Oceania,Papua New Guinea,10329000,4821089.288
paraguay,2556.0,2556.0,604855.9869999998,18328.9693030303,6626720.062,200809.6988484848,Upper middle income,,,,,,100.0,42.30843191542915,0.0,0.0,0.0,0.0,11.9154291467405,0.0,0.0,0.0,0.0,0.0,49.34192,0.0,74400000000.0,3.38009627519061,10367.79103806913,43.5,-1.161075592041016,0.0,94.544548034668,0.0,0.0,0.0,0.0,22.3,40.52922225018877,9.514999285809852,0.0,1.63378068844814,0.0,28.81399965286255,377.973,7890.509091,7890.509091,South America,Paraguay,7704000,6021864.075
peru,37965580.0,807778.2978723404,558835.851,11404.81328571429,19066108.482,389104.2547346939,Upper middle income,,,,,,99.3118133544922,19.1236640625,0.0,0.0,0.0,0.0,2.7970515625,4.45,0.0,34.66897903163805,0.0024332527011896,0.0,52.414963921721,82828.0,425000000000.0,2.396810145296129,12809.74194579623,43.8,-0.524728387594223,28.0,94.497932434082,1.8567771035305,0.146295567756329,260000.0,0.177919471507211,42.7,56.5081015625,13.2018858999617,135.0,2.31640637176543,1250.0,20.17300009727478,472.928,3.750309524,3.750309524,South America,Peru,34049000,18507272.631
philippines,162718618.416,4282068.90568421,11317592.791,269466.4950238095,527334583.11,11984876.88886364,Lower middle income,,,,,,96.8423843383789,42.50930677130496,26.0,14.0,0.0,0.0,18.74769426837039,0.0,0.0,0.0,0.0393381442525401,0.0,97.46,189629.0,755837535635.5972,-3.815138772184511,6850.046925157298,0.0,0.1698195263743401,2138.918,0.0,0.416641733749707,0.10290054048004,100000.0,0.0026155219410561,0.0,24.10903176040514,13.95098570736731,10289.0,0.743294763185861,9200.0,9.43699979782104,288.928,58.41013636,58.41013636,Asia,Philippines,115559000,516016990.319
poland,3246816744.355,64936334.8871,31556638.58199999,606858.4342692307,1337300539.0,25232085.64150943,High income,,,,,,100.0,47.23810146016398,232.0,40.0,29.0,2.0,35.67438669846143,0.0,3.6,0.0,0.158359270678193,149.203,145.931,394805.0,1270672622117.04,3.191923013661295,33583.37477630419,0.0,0.6526249647140501,230.021,0.0,0.211993848633658,0.0349702471905807,795118.8,0.0285873432141697,0.0,30.97703589978114,17.56056761291742,30199.6,0.620175073920231,8600.0,12.1230001449585,361.267,4.107659091,4.107659091,Europe,Poland,37627000,1305743900.418
portugal,106958147.0,2325177.108695652,3677437.754,65668.53132142857,97854645.817,1747404.389589286,High income,,,,,,100.0,42.27667195018645,0.0,0.0,0.0,0.0,10.38729400822657,0.0,5.8,0.0,0.0,48.409,52.222,0.0,478425709400.0925,-3.561245868340393,46456.74705019239,0.0,2.006779968738557,20.0,0.0,0.0883209783991749,0.0,0.0,0.0,0.0,36.15499489114202,22.08883029521109,1978.0,0.198843371413261,0.0,25.20099973678589,405.802,0.966439652,0.966439652,Europe,Portugal,10127000,94177208.06300001
qatar,921503.0,184300.6,1944745.798,84554.16513043478,40435689.633,1758073.462304348,High income,,,,,,100.0,6.440382941688425,0.0,0.0,0.0,0.0,1.827676240208877,77.4,0.0,0.0,0.0,0.0,44.519804777129,663396.0,323982146895.819,-2.117052449400092,111400.3842049292,0.0,2.014172971248631,0.0,0.0,0.0,3.32584612767471,0.0,11.655722914041,0.0,0.0,0.0,0.0,14.9816568086737,2558.0,0.6839999929070469,595.989,..,..,Asia,Qatar,3055000,38490943.835
romania,1529210378.611,31858549.55439584,14853693.482,322906.3800434783,540365324.2200001,10195572.15509434,High income,,,,,,100.0,59.07075799721836,27.0,5.0,1.0,0.0,38.74739221140473,0.0,0.0,57.53208557235485,0.0168394271842931,0.0,51.791407,407962.0,533598897343.3009,2.131760190685384,27818.47542155015,0.0,-0.386989191174507,1091.0,0.0,0.0132157446313996,0.185844581938186,0.0,0.246720226511633,0.0,30.1158292767733,14.28034496458251,4675.0,0.63418856157569,3000.0,19.33300018310546,327.677,4.808,4.808,Europe,Romania,18817000,525511630.73800015
russia,791146020.0,16482208.75,11458624.843,233849.4865918367,414249571.767,8284991.43534,High income,,,,,,100.0,13.15843625796627,503.0,722.0,30.0,42.0,7.428098287401682,26.76,2.7,23.06546503620639,0.375095937141151,0.0,1026.65506,14067934.0,3264121794842.715,2.136495443191052,22334.767578125,36.0,-0.2537582516670228,710.115,0.0,1.03009027478443,2.29311454781007,7809394.4,6.05931737852333,4.1,49.78433607887222,10.83361552360195,44845.3,10.1582789812053,85927.0,19.86300039291382,451.469,103.0445455,103.0445455,Europe,Russia,145167000,402790946.924
rwanda,11311.0,3770.333333333333,1245180.03,44470.71535714285,2410124.247,77745.94345161288,Low income,,,,,,46.5999984741211,73.43737332792865,0.0,0.0,0.0,0.0,46.68423186055939,0.0,0.0,0.0,0.0,0.0,0.8348,0.0,21254701961.65121,7.525665841170564,1620.131690457701,0.0,0.5696415305137641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18767734089988,15.0597292540353,0.0,3.8968564191592,0.0,5.822999954223629,106.983,1388.278068,1388.278068,Africa,Rwanda,14094000,1164944.217
samoa,8820.0,801.8181818181819,2661.227,295.6918888888889,252669.671,21055.80591666667,Lower middle income,,,,,,100.0,17.77338129496403,0.0,0.0,0.0,0.0,4.061151079136691,0.0,0.0,0.0,0.0,0.0,0.14716,0.0,1595537499.218159,-10.66845269332924,8007.192561206733,0.0,1.095793306827545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.15467625899281,26.28460792002801,0.0,0.299264492238178,0.0,38.14200019836426,105.527,2.815976466,2.815976466,Oceania,Samoa,221000,250008.444
saudi arabia,1633590.0,108906.0,7793782.348,149880.4297692308,149590529.858,2770194.99737037,High income,,,,,,100.0,80.75393052021454,0.0,0.0,0.0,0.0,1.595772832361875,0.0,0.0,0.0,0.0,0.0,344.20937763672,0.0,1536909077791.869,-0.8967406070457287,43789.55450784681,0.0,0.636083349585533,0.0,97.5850677490234,0.0679889796157882,0.447679922872106,6645322.1,17.6953434542833,0.0,0.4544841349217794,8.599394773796268,0.0,18.2121233911,11700.0,27.72199964523315,509.036,3.752954545,3.752954545,Asia,Saudi Arabia,36947000,141796747.51000002
senegal,114628.0,8817.538461538461,598729.0,13923.93023255814,3931717.246,91435.28479069768,Lower middle income,,,,,,70.3689422607422,46.11229418791877,0.0,0.0,0.0,0.0,16.62078637095518,0.0,0.0,0.0,0.0,0.0,4.9629024752014,0.0,52118545935.397,7.390001108395012,3069.280229757491,0.0,0.024256132543087,188.0,0.0,1.68081485598032,0.0074826281368898,0.0,0.0,0.0,41.90598867708929,0.0,30.0,3.20727924948464,0.0,13.91399979591369,296.056,..,..,Africa,Senegal,18733000,3332988.246
seychelles,131297.0,65648.5,313860.942,12554.43768,2831257.777999999,108894.5299230769,High income,,,,,,100.0,3.369565217391304,0.0,0.0,0.0,0.0,0.3260869565217391,0.0,0.0,0.0,0.0,0.0,0.5362,0.0,2520688282.387445,-5.876617424696704,25500.61247428388,0.0,1.668883562088012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.26086956521739,0.0,0.0,0.155541130799549,0.0,0.0,351.639,14.58619048,14.58619048,Africa,Seychelles,101000,2517396.835999999
singapore,760020033.0,44707060.76470588,191802410.083,3551896.483018518,10647877109.973,197182909.4439444,High income,,,,,,100.0,0.9192200557103064,0.0,0.0,0.0,0.0,0.7799442896935933,0.0,11.0,153.4112539231679,0.0,0.0,50.31612,5910.0,742282833787.0249,3.470856993765409,133523.4533713532,0.0,4.616347312927241,0.0,97.1318511962891,0.0,0.0,0.0,0.0,0.0,21.68523676880223,12.88651840953618,0.0,0.000221871818262,2000.0,15.52699995040894,600.0,1.362113636,1.362113636,Asia,Singapore,5637000,10456074699.89
slovenia,108863910.08,1943998.394285714,4209168.931,75163.73091071428,76040916.739,1357873.513196429,High income,,,,,,100.0,30.3177330605272,0.0,0.0,0.0,0.0,8.990186925170338,0.0,0.0,0.0,0.0175427710511809,13.447,16.298,6826.0,115115941470.2089,3.885296709461741,54690.32010679453,0.0,2.33621251583099,100.0,0.0,0.0,0.0005620573214417,2706.8,0.0012887747702625,0.0,61.47225919230846,16.95270514888877,1069.0,0.213281507220359,0.0,16.71699953079224,335.624,0.966439652,0.966439652,Europe,Slovenia,2076000,71831747.808
solomon islands,82287.0,27429.0,1183.076,295.769,126647.667,25329.5334,Lower middle income,,,,,,73.3464813232422,4.180064308681672,0.0,0.0,0.0,0.0,0.7145409074669525,0.0,0.0,11.39166971623218,0.0,0.0,0.107601,0.0,3191102307.850464,-4.496959135082378,4587.569298038008,0.0,-1.743137180805206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.13826366559483,20.91889345380799,0.0,19.0273936648092,0.0,3.445000052452089,154.842,8.429331556,8.429331556,Oceania,Solomon Islands,769000,125464.591
